"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU4661","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe viscata"
"OTU4667","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU4679","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU4685","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Pertusariales","f__Megasporaceae","g__Circinaria",NA
"OTU4688","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"OTU4690","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU4696","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae",NA,NA
"OTU4703","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU4714","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU4743","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Reddellomyces","s__Reddellomyces westraliensis"
"OTU4746","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"OTU4748","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina",NA
"OTU4751","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU4753","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"OTU4778","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU4782","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"OTU4785","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU4799","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU4804","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU4822","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU4825","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU4833","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU4842","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes",NA,NA,NA,NA
"OTU4861","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU4862","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU4864","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"OTU4865","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU4902","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU4912","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU4941","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU4967","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales",NA,NA,NA
"OTU4988","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__Metarhizium flavoviride"
"OTU5019","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"OTU5029","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hysterangiales",NA,NA,NA
"OTU5037","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Elaphomycetaceae","g__Elaphomyces",NA
"OTU5038","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU5039","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Coniophoraceae","g__Coniophora",NA
"OTU5046","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae",NA,NA
"OTU5047","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5049","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5054","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU5064","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae",NA,NA
"OTU5068","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__Leohumicola",NA
"OTU5083","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae",NA,NA
"OTU5084","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5085","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5098","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU5105","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma",NA
"OTU5106","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__","g__Acremonium","s__Acremonium charticola"
"OTU5109","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"OTU5115","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU5127","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU5142","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5151","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU5157","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__","g__Candida","s__Candida santjacobensis"
"OTU5160","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"OTU5164","k__Fungi","p__Mucoromycota","c__Endogonomycetes",NA,NA,NA,NA
"OTU5208","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU5230","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU5240","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Xerocomus",NA
"OTU5251","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU5267","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU5284","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella",NA
"OTU5312","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5339","k__Fungi","p__Blastocladiomycota","c__Blastocladiomycetes","o__Blastocladiales","f__Catenariaceae","g__Catenaria",NA
"OTU5380","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"OTU5388","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Cruentomycena","s__Cruentomycena viscidocruenta"
"OTU5392","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Pholiota",NA
"OTU5396","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU5402","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales",NA,NA,NA
"OTU5432","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Boletus",NA
"OTU5441","k__Fungi","p__Kickxellomycota",NA,NA,NA,NA,NA
"OTU5455","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU5465","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU5481","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU5523","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactarius",NA
"OTU5582","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU5593","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Absidia",NA
"OTU5598","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5607","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU5612","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"OTU5614","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU5622","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU5624","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales",NA,NA,NA
"OTU5647","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Calyptrozyma",NA
"OTU5656","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Auxarthron",NA
"OTU5695","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Hyaloriaceae","g__Myxarium",NA
"OTU5698","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae",NA,NA
"OTU5706","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5721","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"OTU5723","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Bankeraceae","g__Phellodon",NA
"OTU5744","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5794","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU5797","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU5829","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hysterangiales","f__Hysterangiaceae","g__Hysterangium",NA
"OTU5836","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU5847","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA
"OTU5851","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU5871","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus",NA
"OTU5876","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU5893","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU5903","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae",NA,NA
"OTU5922","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU5935","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae",NA,NA
"OTU5943","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU6011","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA
"OTU6013","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU6051","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Reddellomyces","s__Reddellomyces westraliensis"
"OTU6056","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6093","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU6102","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina",NA
"OTU6174","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__Leohumicola",NA
"OTU6179","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"OTU6195","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6225","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae",NA,NA
"OTU6268","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae",NA,NA
"OTU6283","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Clitocybe","s__Clitocybe eucalyptorum"
"OTU6293","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6308","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Labyrinthomyces",NA
"OTU6316","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA
"OTU6371","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU6393","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6406","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU6458","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6467","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae",NA,NA
"OTU6469","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU6518","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"OTU6572","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus",NA
"OTU6600","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6607","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6633","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Sphaerobolaceae","g__Sphaerobolus",NA
"OTU6711","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Rickenella",NA
"OTU6726","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU6765","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU6781","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU6841","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU6884","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU6955","k__Fungi","p__Calcarisporiellomycota","c__Calcarisporiellomycetes","o__Calcarisporiellales","f__Calcarisporiellaceae","g__Calcarisporiella",NA
"OTU7036","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7041","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales",NA,NA,NA
"OTU7096","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU7106","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"OTU7113","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU7151","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU7286","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7340","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7368","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hysterangiales",NA,NA,NA
"OTU7437","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactarius",NA
"OTU7498","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"OTU7520","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__Gordonomyces","s__Gordonomyces mucovaginatus"
"OTU7549","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU7566","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"OTU7639","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU7658","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Descomyces",NA
"OTU7673","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae","g__Cryptococcus",NA
"OTU7677","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7690","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__Spizellomyces acuminatus"
"OTU7736","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"OTU7769","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7791","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA
"OTU7830","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactarius",NA
"OTU7858","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU7865","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"OTU7915","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Luellia",NA
"OTU7968","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes",NA,NA,NA,NA
"OTU8029","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales",NA,NA,NA
"OTU8030","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU8038","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU8049","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavulinopsis",NA
"OTU8071","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidales","f__Gloniaceae",NA,NA
"OTU8089","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU8097","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU8110","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU8150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU8191","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"OTU8229","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Peziza",NA
"OTU8345","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis",NA
"OTU8391","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU8411","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"OTU8469","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"OTU8474","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Clarireedia",NA
"OTU8484","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU8506","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium","s__Coniosporium apollinis"
"OTU8508","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU8511","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__Cladophialophora chaetospira"
"OTU8547","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU8558","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium neocosmosporiellum"
"OTU8685","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU8786","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Agonimia","s__Agonimia allobata"
"OTU8805","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU8863","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactifluus",NA
"OTU8928","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__Cladophialophora immunda"
"OTU8945","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hysterangiales",NA,NA,NA
"OTU9006","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU9233","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU9293","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__Cortinarius globuliformis"
"OTU9451","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU9477","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU9556","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU9557","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU9564","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella",NA
"OTU9648","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae",NA,NA
"OTU9733","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Reddellomyces",NA
"OTU9806","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae",NA,NA
"OTU9833","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU9878","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena","s__Mycena semivestipes"
"OTU9923","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU10024","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU10096","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU10108","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU10143","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina",NA
"OTU10230","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU10268","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae","g__Rutstroemia","s__Rutstroemia maritima"
"OTU10390","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Botryosphaeria","s__Botryosphaeria dothidea"
"OTU10402","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__Trichoderma sulphureum"
"OTU10416","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__","g__Renatobasidium",NA
"OTU10452","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__Lipomyces tetrasporus"
"OTU10459","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae",NA,NA
"OTU10461","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU10768","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA
"OTU10770","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU10887","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
